,Sentence,Sentiment,target,cleaned_text
5749,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",neutral,0,large restructuring plan Italy negotiation 40 job cut initiate today company note
5750,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,-1,operate profit total EUR 9.4 mn down EUR 11.7 mn 2004
5751,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,-1,earning share EPS 2005 decrease EUR0 .66 EUR1 .15 2004
5752,"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,1,MD Henning Bahr Stockmann Gruppen praise trend since chain strong decision making process clear
5753,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,1,investment operational change enable additional optimisation work hour cost saving 7 -9
5754,CompaniesHome Retail trims gains but is considered 'in play',positive,1,CompaniesHome Retail trim gain consider play
5755,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,neutral,0,net sale decrease EUR 220.5 mn EUR 470.0 mn corresponding period 2009
5756,"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",positive,1,SINGAPORE ICIS 1 Kemira indian water infrastructure firm 2 IVRCL agree form join venture include new inorganic coagulant manufacturing facility Andhra Pradesh state India finnish water treatment chemical maker say Tuesday
5757,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,0,product include Consumer Electronics device mobile phone accessory set box flat panel tv System Solutions product infrastructure system module industrial segment product
5758,This will bring cost savings of about EUR 3mn a year .,positive,1,bring cost saving EUR 3mn year
5759,RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive,1,RT @street_insider Steve Jobs Effect apple $ AAPL Day iPhone 4s sale Charts http://stks.co/yye
5760,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",neutral,0,demonstration broad capability Mobility Business Suite organize 3gsm World Congress Barcelona February 12th 15th
5761,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,neutral,0,market share decrease route Helsinki Finland Tallinn Estonia 0.1 percentage point 24.8
5762,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,-1,Finnish Suominen flexible Packaging cut 48 job unit Tampere Nastola Finland
5763,$mako hanging in well today. still in a basing pattern. have eyes on it,positive,1,$ mako hang today base pattern eye
5764,"This could be any of us at any time , '' she said .",neutral,0,could time say
5765,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral,0,catalyst segment include refinery catalyst polyolefin catalyst product category
5766,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,-1,HELSINKI Thomson Financial Shares close little change Cargotec Huhtamaki drop sharply disappointing second quarter report
5767,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",neutral,0,reorganisation Pohjola Insurance 250 field staff private customer join payroll local cooperative bank beginning October 2008
5768,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .",neutral,0,simultaneously Alma Media purchase 35 share Arena Interactive subsidiary Arena Partners focus mobile solution development
5769,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",neutral,0,"estonian beverage maker A. Le Coq today bring market new premium class beer A. Le Coq Special invest 6 million kroon EUR 383,000 development planning sell million liter beer year"
5770,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",neutral,0,ALEXANDRIA Va. Oct. 3 Markka a. Oksanen Harald Kaaja Helsinki Finland Juha Salokannel Kangasala Finland Arto Palin Viiala Finland develop system provide communication security
5771,27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,1,27 January 2011 finnish solution provider Affecto Oyj HEL afe1v say today win EUR1 .2 m USD1 .6 m contract state own Lithuanian Social Insurance Institution SODRA
5772,"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,1,$ celg near 104 open rally high wk good place shot https://t.co/zwhthsvfsf
5773,"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral,0,finnish investment company Sponda conduct negotiation acquire business center Dukat Palace-2 locate center Moscow London Regional Properties
5774,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",neutral,0,transaction subject final agreement party approval decision make body approval Finnish Competition Authority
5775,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",neutral,0,BasWare Invoice Processing BasWare Contract Matching BasWare Order Matching BasWare KPI Reporting Tool BasWare Enterprise Purchase Pay solution suite
5776,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral,0,"2009 KONE annual net sale EUR 4.7 billion approximately 34,000 employee"
5777,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,1,net sale rise 25.5 year year EUR59 .6 m number charger deliver go 41 65.9 million piece
5778,"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",negative,-1,"short $ lng $ 11.70 area stop could down $ 9.00 slam hard 230,000 shs follow"
5779,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive,1,update 3 stifel buy Lehman brokerage Barclays
5780,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative,-1,finnish glass technology company Glaston Oyj Abp net profit decrease 2.6 mln euro $ 3.8 mln month 2007 7.8 mln euro $ 11.4 mln same period 2006
5781,Greene King's third quarter sales boosted by festive season,positive,1,Greene King quarter sale boost festive season
5782,"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",neutral,0,U.S.-based T Corp. talk scandinavian telecom company TeliaSonera sell stake Uzbek cellular operator Coscom executive Coscom tell Interfax
5783,Investors Remain Skeptical About Shell-BG Deal,negative,-1,investor remain skeptical Shell BG deal
5784,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,positive,1,piper upgrade symantec improve renewal rate enterprise growth $ SYMC
5785,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,neutral,0,profit taxis decrease EUR 31.6 mn EUR 50.0 mn year
5786,The Group also has a strong global position in other fishing categories .,positive,1,Group strong global position fishing category
5787,"The remaining amount will be funded through debt , the Danish bank said .",neutral,0,remain fund debt Danish bank say
5788,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,neutral,0,finnish business software group AffectoGenimap Oyj say net profit halve 1.2 mln euro $ 1.5 mln month 2006 2.2 mln euro $ 2.8 mln same period 2005
5789,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",positive,1,Ixonos estimate hire 20 specialist mechanical engineering electronic design r&d new unit Jyvaeskylae end 2009
5790,`` This is a win for all OEMs targeting to develop WiMAX products .,positive,1,` ` win oem target develop wimax product
5791,"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",neutral,0,accord Barclays F Secure software protect user hacker virus spyware digital attack
5792,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,0,Finland Technopolis plan bring section technopark stream St. Petersburg end 2008 Kari Mikkonen vice president Technopolis tell reporter Helsinki
5793,MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,positive,1,millercoor deliver 2.9 Underlying Net Income Growth 2014
