,label,text,target,cleaned_text
4332,negative,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",-1,paper company negative territory Stora Enso R shed 1.62 pct 12.73 eur UPM Kymmene down 0.80 pct 18.64 eur M real b 0.18 pct low 5.57 eur
4333,neutral,Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,0,rautaruukki aim find work group location redundant
4334,neutral,Temporary layoffs in these units have already started .,0,temporary layoff unit start
4335,neutral,The beers differ slightly from mainstream beers .,0,beer differ slightly mainstream beer
4336,neutral,"The company operates a U.S. division in Lisle , Ill. .",0,company operate U.S. division Lisle Ill.
4337,neutral,The company says it is difficult to estimate the market situation for the whole year 2009 .,0,company say difficult estimate market situation year 2009
4338,neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",0,contract include cut edge wagon part Ruukki steel service centre Seinajoki Raahe deliver VR welding assembly
4339,negative,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,-1,current reference grade instrument challenge operate high price complexity routine use
4340,neutral,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",0,deal cover Stockmann Auto Oy Ab sale sale service concern Volkswagen Audi Helsinki Espoo Vantaa
4341,neutral,The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,0,difference explain fact shipping company stop operate Gulf Finland
4342,negative,"The dollar fell , though , against the pound and the yen .",-1,dollar fall pound yen
4343,neutral,The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,0,dual fuel engine vessel operate liquefy natural gas LNG low emission
4344,neutral,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,0,emerge market Raisio choose enter far mark relatively low capita food consumption
4345,neutral,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",0,employer health personnel support quit pay cost nicotine treatment
4346,neutral,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",0,equipment designate Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi setv Abidjan Ivory Coast delivery schedule start March 2010
4347,neutral,"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",0,evidentiary hearing Investigation schedule April 21 1 2008
4348,neutral,"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com .",0,finnish food concern Atria acquire estonian meat processing company Woro Kommerts Vastse Kuuste Lihatoostus report official website www.investinestonia.com
4349,neutral,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",0,"floor area Yliopistonrinne project 7,900 sq m building gross area total 12,800 sq m. total 25.1 facility let"
4350,neutral,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",0,"floor area Yliopistonrinne project 7,900 sq m 85,030 sq ft building gross area total 12,800 sq m. total 25.1 facility let"
4351,neutral,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,0,measure result statutory joint negotiation employee start February concern operation country
4352,neutral,"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",0,NTSB say investigator set conduct sight distance test July 18 train similar involve accident
4353,negative,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,-1,number salaried employee group administration employee dismiss Sievi unit 17
4354,neutral,"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",0,pine oil project relate upgrade chemical recovery plant UPM pulp mill Kymi southern Finland
4355,neutral,"The product range includes marinated olives , cold cuts , and pates , for example .",0,product range include marinated olive cold cut pate example
4356,neutral,The statutory negotiations at headquarters are part of this decrease .,0,statutory negotiation headquarters decrease
4357,neutral,"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",0,talk concern 160 people Finland initial estimate 35 redundancy Fiskars say
4358,neutral,The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,0,term condition year 2003 stock option scheme publish stock exchange release 31 March 2003
4359,negative,The total number of filling stations has been on the decrease recently .,-1,total number filling station decrease recently
4360,neutral,These restrictions do not apply to statutory dividends .,0,restriction not apply statutory dividend
4361,neutral,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",0,action follow personnel negotiation concern Elcoteq SE Finnish Branch Elcoteq Finland Oy Elcoteq Design Center Oy
4362,neutral,"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",0,unbelievably company make Fiskars Corporation form 1649 dutch merchant name Peter Thorwoste give charter establish blast furnace forge operation small finnish village Fiskars
4363,negative,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",-1,cut price projection paper packaging analyst Goldman Sachs say note Monday
4364,neutral,Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,0,costly cell phone tower thinly populated area balloon
4365,neutral,"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .",0,vike Line force alter timetable ferry travel Stockholm Helsinki Finland depart night
4366,neutral,Yakima created the position for him after emerging from economic downturns of its own .,0,Yakima create position emerge economic downturn
4367,neutral,"zip , '' experts warned Tuesday .",0,zip expert warn Tuesday
4368,negative,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,-1,finnish industrial group Ruukki Group bring counter action finnish metal company Rautaruukki dispute concern name company
4369,neutral,"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",0,time target June 5 guess push maybe crazy feel like leak meet date point
